metabolite_name	rt	mz
Broad_HP_mz158.0963_rt2.6	2.6	158.0963365
Broad_HP_mz488.3581_rt2.66	2.66	488.3581065
Broad_HP_mz273.2171_rt2.62	2.62	273.217149
Broad_HP_mz155.1066_rt2.59	2.59	155.106554399999
Broad_HP_mz172.133_rt2.58	2.58	172.1330456
Broad_HP_mz191.1429_rt2.59	2.59	191.1428677
Broad_HP_mz398.3109_rt2.76	2.76	398.310890799999
Broad_HP_mz228.1593_rt2.62	2.62	228.1592616
Broad_HP_mz251.1488_rt2.65	2.65	251.148755099999
Broad_HP_mz268.1754_rt2.6	2.6	268.1753554
Broad_HP_mz351.2375_rt2.79	2.79	351.2374691
Broad_HP_mz396.2954_rt2.66	2.66	396.295367
Broad_HP_mz143.0814_rt2.67	2.67	143.081415999999
Broad_HP_mz326.2172_rt2.74	2.74	326.217173899999
Broad_HP_mz482.3686_rt2.64	2.64	482.3686439
Broad_HP_mz128.0705_rt2.73	2.73	128.0704671
Broad_HP_mz181.097_rt2.56	2.56	181.0969928
Broad_HP_mz165.0909_rt2.86	2.86	165.090889199999
Broad_HP_mz139.0753_rt2.73	2.73	139.075251299999
Broad_HP_mz186.1487_rt2.66	2.66	186.148675
Broad_HP_mz252.1441_rt2.71	2.71	252.1440575
Broad_HP_mz550.4676_rt2.75	2.75	550.4675848
Broad_HP_mz181.1585_rt2.7	2.7	181.1585344
Broad_HP_mz139.1116_rt2.66	2.66	139.1116465
Broad_HP_mz216.1956_rt2.69	2.69	216.1956126
Broad_HP_mz289.2121_rt2.74	2.74	289.212079599999
Broad_HP_mz357.3109_rt2.76	2.76	357.3109026
Broad_HP_mz512.3792_rt2.72	2.72	512.3791564
Broad_HP_mz191.1065_rt2.75	2.75	191.1064732
Broad_HP_mz326.2536_rt2.88	2.88	326.253554099999
Broad_HP_mz454.3373_rt2.76	2.76	454.337273499999
Broad_HP_mz577.4468_rt2.83	2.83	577.446774399999
Broad_HP_mz214.1436_rt2.75	2.75	214.1436152
Broad_HP_mz583.5046_rt2.73	2.73	583.504559599999
Broad_HP_mz219.1127_rt2.76	2.76	219.112662699999
Broad_HP_mz382.2798_rt2.91	2.91	382.2797598
Broad_HP_mz170.1174_rt2.73	2.73	170.1174149
Broad_HP_mz224.1491_rt2.84	2.84	224.149101
Broad_HP_mz251.1851_rt2.81	2.81	251.1851277
Broad_HP_mz244.1542_rt2.76	2.76	244.1541651
Broad_HP_mz398.2747_rt2.7	2.7	398.2746799
Broad_HP_mz107.0853_rt2.8	2.8	107.0853176
Broad_HP_mz237.1331_rt2.83	2.83	237.1331442
Broad_HP_mz202.18_rt2.81	2.81	202.1800071
Broad_HP_mz267.159_rt2.83	2.83	267.1589991
Broad_HP_mz328.2481_rt2.83	2.83	328.248128399999
Broad_HP_mz167.1065_rt3.29	3.29	167.1065212
Broad_HP_mz298.2012_rt2.73	2.73	298.201166899999
Broad_HP_mz194.1467_rt2.82	2.82	194.1467177
Broad_HP_mz167.0702_rt2.92	2.92	167.070173799999
Broad_HP_mz442.3372_rt3.19	3.19	442.3371801
Broad_HP_mz117.0908_rt2.53	2.52999999999999	117.0908294
Broad_HP_mz203.1277_rt2.9	2.9	203.1276507
Broad_HP_mz221.1381_rt2.93	2.93	221.1381392
Broad_HP_mz454.3734_rt3.07	3.07	454.373430499999
Broad_HP_mz309.227_rt3.11	3.11	309.2270087
Broad_HP_mz193.1433_rt2.99	2.99	193.143313199999
Broad_HP_mz260.1855_rt2.9	2.9	260.1854764
Broad_HP_mz312.2016_rt3	3	312.2015534
Broad_HP_mz185.1283_rt3.07	3.07	185.1282734
Broad_HP_mz234.1335_rt2.9	2.9	234.133478599999
Broad_HP_mz267.1436_rt3.02	3.02	267.1436496
Broad_HP_mz312.2379_rt3.25	3.25	312.2379379
Broad_HP_mz101.0595_rt2.87	2.87	101.059502499999
Broad_HP_mz231.1702_rt3.05	3.05	231.1702171
Broad_HP_mz546.3999_rt3.15	3.15	546.3999159
Broad_HP_mz270.1698_rt2.98	2.98	270.169848699999
Broad_HP_mz286.2124_rt3.07	3.07	286.2123889
Broad_HP_mz296.2068_rt3.14	3.14	296.206762799999
Broad_HP_mz532.3842_rt3.19	3.19	532.3842332
Broad_HP_mz728.6027_rt2.86	2.86	728.6026613
Broad_HP_mz437.3735_rt3.04	3.04	437.3735355
Broad_HP_mz237.1695_rt3.15	3.15	237.1694802
Broad_HP_mz700.5718_rt2.9	2.9	700.5717888
Broad_HP_mz242.0997_rt3.1	3.1	242.0997317
Broad_HP_mz324.0915_rt3.26	3.26	324.0914644
Broad_HP_mz370.2797_rt3.4	3.4	370.2797084
Broad_HP_mz594.4938_rt3.31	3.31	594.4937991
Broad_HP_mz103.0751_rt3.22	3.22	103.0751454
Broad_HP_mz246.1142_rt3.22	3.22	246.1141743
Broad_HP_mz484.3841_rt3.35	3.35	484.3841276
Broad_HP_mz152.0817_rt3.16	3.16	152.0817433
Broad_HP_mz426.306_rt3.26	3.26	426.306020499999
Broad_HP_mz179.1276_rt3.26	3.26	179.1276234
Broad_HP_mz184.0967_rt3.23	3.23	184.096658999999
Broad_HP_mz189.1119_rt3.37	3.37	189.111943999999
Broad_HP_mz551.1879_rt3.2	3.2	551.1879073
Broad_HP_mz428.3216_rt3.52	3.52	428.3215677
Broad_HP_mz295.2114_rt3.45	3.45	295.211364699999
Broad_HP_mz298.1859_rt3.33	3.33	298.185855
Broad_HP_mz139.0865_rt3.46	3.46	139.0864765
Broad_HP_mz97.0394_rt3.34	3.34	97.0394470199999
Broad_HP_mz285.2536_rt3.34	3.34	285.253563499999
Broad_HP_mz139.0753_rt3.4	3.4	139.075266
Broad_HP_mz353.2532_rt3.61	3.61	353.2531693
Broad_HP_mz167.0814_rt3.32	3.32	167.0813754
Broad_HP_mz125.0596_rt3.38	3.38	125.0595685
Broad_HP_mz165.0909_rt3.34	3.34	165.090886799999
Broad_HP_mz242.1385_rt3.31	3.31	242.138548399999
Broad_HP_mz486.3632_rt3.55	3.55	486.363249199999
Broad_HP_mz158.0963_rt3.34	3.34	158.096323899999
Broad_HP_mz354.2492_rt3.51	3.51	354.249192199999
Broad_HP_mz616.463_rt3.3	3.3	616.462990999999
Broad_HP_mz164.0817_rt3.42	3.42	164.0817102
Broad_HP_mz215.1276_rt3.43	3.43	215.127616399999
Broad_HP_mz247.1539_rt3.39	3.39	247.153850299999
Broad_HP_mz626.4835_rt3.44	3.44	626.4834719
Broad_HP_mz181.0718_rt3.37	3.37	181.071822099999
Broad_HP_mz225.1577_rt3.51	3.51	225.1576771
Broad_HP_mz125.0708_rt3.57	3.57	125.0707979
Broad_HP_mz296.2068_rt3.58	3.58	296.206808
Broad_HP_mz146.0811_rt3.52	3.52	146.0811049
Broad_HP_mz282.1911_rt3.55	3.55	282.1910717
Broad_HP_mz97.0646_rt3.31	3.31	97.06458954
Broad_HP_mz207.1238_rt3.47	3.47	207.1237675
Broad_HP_mz245.0765_rt3.3	3.3	245.0764771
Broad_HP_mz272.1855_rt3.4	3.4	272.1855034
Broad_HP_mz570.4211_rt3.57	3.57	570.421098799999
Broad_HP_mz604.4417_rt3.58	3.58	604.441655299999
Broad_HP_mz226.1436_rt3.44	3.44	226.1436181
Broad_HP_mz147.1015_rt3.65	3.65	147.1014676
Broad_HP_mz223.1538_rt3.6	3.6	223.1538174
Broad_HP_mz544.4055_rt3.67	3.67	544.405510199999
Broad_HP_mz86.0599_rt3.58	3.58	86.05988734
Broad_HP_mz198.1236_rt3.65	3.65	198.1235607
Broad_HP_mz257.2222_rt3.56	3.56	257.222192099999
Broad_HP_mz638.5198_rt3.66	3.66	638.519785299999
Broad_HP_mz165.112_rt3.69	3.69	165.11201
Broad_HP_mz166.0973_rt3.63	3.63	166.0973491
Broad_HP_mz167.1007_rt3.62	3.62	167.1006979
Broad_HP_mz328.1964_rt3.64	3.64	328.196387
Broad_HP_mz245.1357_rt3.58	3.58	245.1357471
Broad_HP_mz576.4104_rt3.65	3.65	576.410378499999
Broad_HP_mz310.2375_rt3.72	3.72	310.2375159
Broad_HP_mz612.5042_rt3.7	3.7	612.504172899999
Broad_HP_mz223.0535_rt3.6	3.6	223.0534901
Broad_HP_mz414.3058_rt3.82	3.82	414.3058361
Broad_HP_mz339.2375_rt3.87	3.87	339.237486999999
Broad_HP_mz243.2065_rt3.68	3.68	243.206505099999
Broad_HP_mz287.2327_rt3.67	3.67	287.232691999999
Broad_HP_mz395.0472_rt3.65	3.65	395.0471681
Broad_HP_mz658.0662_rt3.69	3.69	658.0662026
Broad_HP_mz501.0535_rt3.65	3.65	501.0535064
Broad_HP_mz552.0599_rt3.49	3.49	552.0599091
Broad_HP_mz281.1957_rt3.79	3.79	281.1957123
Broad_HP_mz499.0565_rt3.52	3.52	499.0564665
Broad_HP_mz552.5588_rt3.55	3.55	552.5588037
Broad_HP_mz670.5098_rt3.75	3.75	670.5097557
Broad_HP_mz470.3322_rt3.78	3.78	470.332153899999
Broad_HP_mz628.4991_rt4.02	4.01999999999999	628.4990919
Broad_HP_mz206.1021_rt3.76	3.76	206.102135299999
Broad_HP_mz303.1776_rt3.79	3.79	303.177615399999
Broad_HP_mz588.4317_rt3.92	3.92	588.431693999999
Broad_HP_mz167.0814_rt3.76	3.76	167.0813637
Broad_HP_mz326.2535_rt3.82	3.82	326.2534714
Broad_HP_mz542.4261_rt3.89	3.89	542.4261314
Broad_HP_mz614.4471_rt3.89	3.89	614.447139799999
Broad_HP_mz614.4833_rt3.97	3.97	614.4833062
Broad_HP_mz634.4519_rt3.91	3.91	634.451905499999
Broad_HP_mz325.2484_rt3.76	3.76	325.248420399999
Broad_HP_mz526.4128_rt4.04	4.04	526.412794999999
Broad_HP_mz682.5461_rt3.93	3.93	682.546082899999
Broad_HP_mz620.4365_rt3.94	3.94	620.4364789
Broad_HP_mz646.4734_rt3.97	3.97	646.473363899999
Broad_HP_mz169.097_rt3.82	3.82	169.0970076
Broad_HP_mz260.2047_rt3.83	3.83	260.2047213
Broad_HP_mz656.5304_rt3.96	3.96	656.530419
Broad_HP_mz229.1909_rt3.81	3.81	229.1908612
Broad_HP_mz247.0941_rt3.99	3.99	247.0940946
Broad_HP_mz259.2014_rt3.74	3.74	259.201428599999
Broad_HP_mz282.191_rt3.97	3.97	282.190992199999
Broad_HP_mz314.1808_rt3.85	3.85	314.1807931
Broad_HP_mz199.1076_rt3.87	3.87	199.1075915
Broad_HP_mz209.1381_rt3.95	3.95	209.1381479
Broad_HP_mz254.196_rt3.94	3.94	254.196015499999
Broad_HP_mz226.1648_rt3.91	3.91	226.1647867
Broad_HP_mz231.1202_rt3.97	3.97	231.1201675
Broad_HP_mz146.0633_rt3.97	3.97	146.0633074
Broad_HP_mz133.0858_rt4	4	133.085783999999
Broad_HP_mz714.5359_rt4.01	4.01	714.5358641
Broad_HP_mz456.3165_rt4.02	4.01999999999999	456.3164792
Broad_HP_mz519.4051_rt3.94	3.94	519.405138599999
Broad_HP_mz151.0964_rt3.97	3.97	151.096367399999
Broad_HP_mz215.1752_rt3.97	3.97	215.1751949
Broad_HP_mz570.4392_rt4.16	4.16	570.4391606
Broad_HP_mz168.1229_rt3.94	3.94	168.1228871
Broad_HP_mz574.416_rt4.23	4.23	574.4160057
Broad_HP_mz586.4523_rt4.15	4.15	586.45231
Broad_HP_mz632.4578_rt4.18	4.18	632.457792799999
Broad_HP_mz222.1487_rt4.04	4.04	222.1486668
Broad_HP_mz232.1906_rt4.05	4.05	232.1905515
Broad_HP_mz260.1605_rt4.09	4.09	260.160455
Broad_HP_mz289.162_rt4.09	4.09	289.1620212
Broad_HP_mz658.4733_rt4.17	4.17	658.4733349
Broad_HP_mz101.0595_rt4.12	4.12	101.0595094
Broad_HP_mz267.18_rt4.12	4.12	267.180036599999
Broad_HP_mz287.2328_rt4.06	4.05999999999999	287.232766
Broad_HP_mz726.572_rt4.16	4.16	726.572023199999
Broad_HP_mz312.2379_rt4.09	4.09	312.2379166
Broad_HP_mz173.0783_rt4	4	173.0782609
Broad_HP_mz644.4938_rt4.31	4.30999999999999	644.4938385
Broad_HP_mz658.5097_rt4.24	4.24	658.5097028
Broad_HP_mz196.1542_rt3.97	3.97	196.154198699999
Broad_HP_mz500.3427_rt4.11	4.11	500.342746799999
Broad_HP_mz664.4627_rt4.19	4.19	664.4627315
Broad_HP_mz700.5565_rt4.2	4.2	700.556548199999
Broad_HP_mz342.2484_rt4.21	4.21	342.2484175
Broad_HP_mz786.5935_rt4.19	4.19	786.593532699999
Broad_HP_mz400.2902_rt4.24	4.24	400.2902005
Broad_HP_mz347.2039_rt4.3	4.3	347.203858099999
Broad_HP_mz288.1917_rt4.14	4.13999999999999	288.1916792
Broad_HP_mz139.0501_rt4.07	4.07	139.0500787
Broad_HP_mz616.4627_rt4.26	4.26	616.4627117
Broad_HP_mz270.2174_rt4.06	4.05999999999999	270.217433
Broad_HP_mz181.097_rt4.19	4.19	181.0969671
Broad_HP_mz190.0973_rt4.15	4.15	190.0973108
Broad_HP_mz207.1239_rt4.12	4.12	207.1238681
Broad_HP_mz256.2018_rt3.98	3.98	256.2018461
Broad_HP_mz217.064_rt4.14	4.13999999999999	217.063967499999
Broad_HP_mz223.9883_rt4.1	4.09999999999999	223.988251499999
Broad_HP_mz602.4107_rt4.28	4.28	602.410743099999
Broad_HP_mz201.1596_rt4.17	4.17	201.159585099999
Broad_HP_mz208.1079_rt4.23	4.23	208.1078985
Broad_HP_mz618.442_rt4.48	4.48	618.442045799999
Broad_HP_mz80.0494_rt3.85	3.85	80.04939717
Broad_HP_mz463.3425_rt4.5	4.5	463.342488199999
Broad_HP_mz254.1597_rt4.24	4.24	254.159658299999
Broad_HP_mz358.207_rt4.26	4.26	358.2070023
Broad_HP_mz240.1804_rt4.31	4.30999999999999	240.1803562
Broad_HP_mz630.4782_rt4.38	4.38	630.4782222
Broad_HP_mz702.4996_rt4.41	4.41	702.4996264
Broad_HP_mz770.5984_rt4.37	4.37	770.598383
Broad_HP_mz744.5826_rt4.42	4.42	744.582626
Broad_HP_mz708.489_rt4.44	4.44	708.4890391
Broad_HP_mz339.2891_rt4.16	4.16	339.289116799999
Broad_HP_mz722.5043_rt4.38	4.38	722.5043471
Broad_HP_mz773.5324_rt4.17	4.17	773.532440999999
Broad_HP_mz195.1225_rt4.27	4.26999999999999	195.122492099999
Broad_HP_mz197.1294_rt4.27	4.26999999999999	197.129381599999
Broad_HP_mz337.2735_rt4.16	4.16	337.273491999999
Broad_HP_mz296.0988_rt4.29	4.29	296.0987996
Broad_HP_mz100.0755_rt4.33	4.33	100.075469
Broad_HP_mz217.1044_rt4.34	4.34	217.1044325
Broad_HP_mz660.489_rt4.5	4.5	660.488978299999
Broad_HP_mz544.3689_rt4.42	4.42	544.368910499999
Broad_HP_mz173.1283_rt4.46	4.46	173.128288099999
Broad_HP_mz746.5622_rt4.72	4.72	746.5622101
Broad_HP_mz253.1644_rt4.47	4.47	253.1643627
Broad_HP_mz730.5671_rt4.46	4.46	730.567068599999
Broad_HP_mz386.2746_rt4.56	4.55999999999999	386.2745542
Broad_HP_mz662.4683_rt4.75	4.75	662.468262399999
Broad_HP_mz328.2328_rt4.53	4.53	328.2327599
Broad_HP_mz674.5046_rt4.62	4.62	674.504615199999
Broad_HP_mz231.1239_rt4.5	4.5	231.1238798
Broad_HP_mz275.1464_rt4.41	4.41	275.1463673
Broad_HP_mz333.1882_rt4.44	4.44	333.188207499999
Broad_HP_mz788.6089_rt4.63	4.63	788.6088521
Broad_HP_mz774.5933_rt4.65	4.65	774.5932615
Broad_HP_mz123.0915_rt4.58	4.58	123.091522299999
Broad_HP_mz186.1487_rt4.48	4.48	186.148671299999
Broad_HP_mz282.2175_rt4.47	4.47	282.2175032
Broad_HP_mz766.5307_rt4.61	4.61	766.530702499999
Broad_HP_mz790.5882_rt4.94	4.94	790.5882377
Broad_HP_mz227.1389_rt4.5	4.5	227.1388602
Broad_HP_mz546.3839_rt4.78	4.78	546.383895599999
Broad_HP_mz646.4368_rt4.57	4.57	646.4368447
Broad_HP_mz746.5263_rt4.63	4.63	746.526259299999
Broad_HP_mz577.5187_rt4.51	4.51	577.518709299999
Broad_HP_mz771.5137_rt4.5	4.5	771.5136916
Broad_HP_mz460.2751_rt4.86	4.86	460.275056199999
Broad_HP_mz588.3953_rt4.66	4.66	588.3953477
Broad_HP_mz430.3008_rt4.9	4.9	430.3007629
Broad_HP_mz704.5152_rt4.73	4.73	704.5152464
Broad_HP_mz261.1307_rt4.84	4.84	261.130686599999
Broad_HP_mz355.2324_rt4.92	4.92	355.232428
Broad_HP_mz471.3398_rt5.11	5.11	471.339834499999
Broad_HP_mz284.2066_rt4.84	4.84	284.206613199999
Broad_HP_mz130.0861_rt4.7	4.7	130.086147399999
Broad_HP_mz239.1487_rt4.82	4.82	239.1487017
Broad_HP_mz277.1047_rt4.79	4.79	277.104664099999
Broad_HP_mz314.2171_rt4.89	4.88999999999999	314.2171434
Broad_HP_mz442.3189_rt5.15	5.15	442.3189462
Broad_HP_mz125.0708_rt4.92	4.92	125.0707791
Broad_HP_mz627.5343_rt4.65	4.65	627.5343474
Broad_HP_mz483.3762_rt5.13	5.13	483.3761988
Broad_HP_mz632.1713_rt4.81	4.80999999999999	632.17133
Broad_HP_mz119.0602_rt4.9	4.9	119.0601973
Broad_HP_mz273.0842_rt4.78	4.78	273.084151899999
Broad_HP_mz283.1035_rt4.73	4.73	283.103539599999
Broad_HP_mz740.2402_rt4.94	4.94	740.2401769
Broad_HP_mz777.2451_rt4.87	4.87	777.2450965
Broad_HP_mz209.1382_rt4.8	4.8	209.1382355
Broad_HP_mz238.1647_rt5.13	5.13	238.1646945
Broad_HP_mz752.2147_rt4.83	4.83	752.214654699999
Broad_HP_mz469.3607_rt5.18	5.18	469.360676899999
Broad_HP_mz98.071_rt5.08	5.08	98.0710438699999
Broad_HP_mz729.2352_rt4.99	4.99	729.2352335
Broad_HP_mz165.1133_rt5.07	5.07	165.1133101
Broad_HP_mz382.1467_rt4.84	4.84	382.146690299999
Broad_HP_mz684.1638_rt5	5	684.1637904
Broad_HP_mz505.8909_rt5.3	5.3	505.890895399999
Broad_HP_mz792.271_rt5.19	5.19	792.2710151
Broad_HP_mz416.2851_rt5.21	5.21	416.285067799999
Broad_HP_mz448.8388_rt5.33	5.33	448.838811099999
Broad_HP_mz706.4941_rt5.02	5.01999999999999	706.4940923
Broad_HP_mz141.1021_rt5.08	5.08	141.1020992
Broad_HP_mz133.0759_rt5.1	5.09999999999999	133.075865999999
Broad_HP_mz554.4412_rt5.1	5.09999999999999	554.4411642
Broad_HP_mz734.1461_rt5.08	5.08	734.146059
Broad_HP_mz711.1563_rt5.13	5.13	711.156289199999
Broad_HP_mz305.1568_rt5.18	5.18	305.1568366
Broad_HP_mz321.1308_rt5.19	5.19	321.130794999999
Broad_HP_mz300.2014_rt5.21	5.21	300.2014396
Broad_HP_mz328.2327_rt5.19	5.19	328.232725399999
Broad_HP_mz144.982_rt5.15	5.15	144.982031699999
Broad_HP_mz550.6283_rt5.18	5.18	550.628311
Broad_HP_mz452.5188_rt5.22	5.22	452.5188405
Broad_HP_mz648.1483_rt5.17	5.17	648.148286099999
Broad_HP_mz552.6351_rt5.2	5.2	552.6351091
Broad_HP_mz780.5534_rt5.08	5.08	780.5533977
Broad_HP_mz225.1596_rt5.18	5.18	225.1595729
Broad_HP_mz331.2166_rt5.22	5.22	331.216606599999
Broad_HP_mz522.597_rt5.2	5.2	522.5969992
Broad_HP_mz494.5655_rt5.23	5.23	494.5655453
Broad_HP_mz130.0861_rt5.15	5.15	130.086114
Broad_HP_mz339.289_rt5.08	5.08	339.2890345
Broad_HP_mz511.3027_rt5.08	5.08	511.302725899999
Broad_HP_mz568.4568_rt5.23	5.23	568.456766
Broad_HP_mz230.1399_rt5.17	5.17	230.139878
Broad_HP_mz612.4827_rt5.25	5.25	612.4826712
Broad_HP_mz758.569_rt5.14	5.14	758.5690111
Broad_HP_mz509.2871_rt5.11	5.11	509.2870959
Broad_HP_mz668.6181_rt5.25	5.25	668.618117099999
Broad_HP_mz133.0758_rt5.24	5.24	133.0758499
Broad_HP_mz540.4255_rt5.27	5.27	540.4254743
Broad_HP_mz640.587_rt5.28	5.28	640.586990199999
Broad_HP_mz638.6078_rt5.24	5.24	638.607823
Broad_HP_mz542.4319_rt5.3	5.3	542.4319328
Broad_HP_mz451.3138_rt5.37	5.37	451.3138212
Broad_HP_mz668.5761_rt5.37	5.37	668.5761423
Broad_HP_mz472.2902_rt5.4	5.4	472.290178
Broad_HP_mz746.5112_rt5.26	5.26	746.511200499999
Broad_HP_mz736.5271_rt5.26	5.26	736.52713
Broad_HP_mz790.537_rt5.26	5.26	790.5369517
Broad_HP_mz794.5687_rt5.27	5.27	794.568719399999
Broad_HP_mz796.5836_rt5.29	5.29	796.583575399999
Broad_HP_mz326.3779_rt5.43	5.43	326.377892999999
Broad_HP_mz463.22_rt5.41	5.41	463.219997499999
Broad_HP_mz710.5118_rt5.28	5.28	710.511790799999
Broad_HP_mz183.1125_rt5.43	5.43	183.112545
Broad_HP_mz360.3622_rt5.47	5.47	360.3621858
Broad_HP_mz513.2568_rt5.44	5.44	513.2568498
Broad_HP_mz717.5628_rt5.32	5.32	717.562843499999
Broad_HP_mz242.284_rt5.48	5.48	242.2840332
Broad_HP_mz298.3466_rt5.5	5.5	298.346634699999
Broad_HP_mz346.3464_rt5.5	5.5	346.346394999999
Broad_HP_mz698.5115_rt5.34	5.34	698.511535699999
Broad_HP_mz119.0838_rt5.5	5.5	119.0838044
Broad_HP_mz388.3934_rt5.44	5.44	388.393434
Broad_HP_mz747.5636_rt5.35	5.35	747.5636494
Broad_HP_mz344.2276_rt5.62	5.62	344.2276062
Broad_HP_mz366.2919_rt5.51	5.51	366.291879699999
Broad_HP_mz574.2856_rt5.52	5.52	574.2855573
Broad_HP_mz674.5116_rt5.37	5.37	674.511618799999
Broad_HP_mz330.3001_rt5.48	5.48	330.300099199999
Broad_HP_mz332.3207_rt5.53	5.53	332.3207481
Broad_HP_mz334.3374_rt5.53	5.53	334.3373712
Broad_HP_mz209.1018_rt5.4	5.4	209.101769499999
Broad_HP_mz304.2844_rt5.52	5.52	304.2844349
Broad_HP_mz318.3153_rt5.56	5.56	318.3153252
Broad_HP_mz348.3259_rt5.52	5.52	348.3258612
Broad_HP_mz514.8782_rt5.86	5.86	514.8782468
Broad_HP_mz581.4055_rt5.86	5.86	581.405483099999
Broad_HP_mz653.4088_rt5.49	5.49	653.4088411
Broad_HP_mz676.5277_rt5.38	5.38	676.5277127
Broad_HP_mz272.2946_rt5.54	5.54	272.294628499999
Broad_HP_mz338.2605_rt5.57	5.57	338.260500799999
Broad_HP_mz365.157_rt5.63	5.63	365.1569625
Broad_HP_mz372.2589_rt5.62	5.62	372.258885299999
Broad_HP_mz648.496_rt5.4	5.4	648.495958399999
Broad_HP_mz664.4475_rt5.9	5.9	664.4475152
Broad_HP_mz714.5065_rt5.4	5.4	714.5064787
Broad_HP_mz758.533_rt5.42	5.42	758.5330387
Broad_HP_mz774.5271_rt5.4	5.4	774.5271285
Broad_HP_mz790.558_rt5.43	5.43	790.558005699999
Broad_HP_mz236.114_rt5.45	5.45	236.1140364
Broad_HP_mz283.3106_rt5.53	5.53	283.3105878
Broad_HP_mz344.2064_rt5.56	5.56	344.2064328
Broad_HP_mz279.2792_rt5.56	5.56	279.2792058
Broad_HP_mz306.3061_rt5.59	5.59	306.3060828
Broad_HP_mz320.2946_rt5.57	5.57	320.294574
Broad_HP_mz325.3213_rt5.55	5.55	325.3213155
Broad_HP_mz323.3057_rt5.57	5.57	323.3056685
Broad_HP_mz125.1072_rt5.74	5.74	125.107158
Broad_HP_mz136.0616_rt5.5	5.5	136.0616373
Broad_HP_mz255.2792_rt5.57	5.57	255.2792362
Broad_HP_mz374.3414_rt5.61	5.61	374.341358
Broad_HP_mz284.2947_rt5.69	5.69	284.294749099999
Broad_HP_mz297.2902_rt5.61	5.61	297.2901509
Broad_HP_mz468.4408_rt5.62	5.62	468.4407516
Broad_HP_mz543.3975_rt5.96	5.96	543.397527399999
Broad_HP_mz593.4417_rt5.93	5.93	593.441708299999
Broad_HP_mz324.2432_rt5.64	5.64	324.2432471
Broad_HP_mz244.2633_rt5.63	5.63	244.2632781
Broad_HP_mz276.2684_rt5.66	5.66	276.2684284
Broad_HP_mz314.3414_rt5.62	5.62	314.3414066
Broad_HP_mz368.4248_rt5.65	5.65	368.424781499999
Broad_HP_mz370.4315_rt5.65	5.65	370.4314675
Broad_HP_mz395.3265_rt5.66	5.66	395.326530199999
Broad_HP_mz397.3422_rt5.64	5.64	397.342190099999
Broad_HP_mz430.2433_rt5.65	5.65	430.2432628
Broad_HP_mz254.1596_rt5.5	5.5	254.1596268
Broad_HP_mz346.3102_rt5.68	5.68	346.310192599999
Broad_HP_mz412.3207_rt5.67	5.67	412.320665899999
Broad_HP_mz414.3273_rt5.67	5.67	414.327277499999
Broad_HP_mz786.5276_rt5.43	5.43	786.5275904
Broad_HP_mz165.1133_rt5.74	5.74	165.1133354
Broad_HP_mz286.3104_rt5.67	5.67	286.310384399999
Broad_HP_mz606.4058_rt6.02	6.02	606.405792099999
Broad_HP_mz281.295_rt5.68	5.68	281.294977
Broad_HP_mz440.4095_rt5.67	5.67	440.4095383
Broad_HP_mz762.5274_rt5.45	5.45	762.527443599999
Broad_HP_mz242.1537_rt5.69	5.69	242.153676499999
Broad_HP_mz760.512_rt5.47	5.47	760.5119922
Broad_HP_mz340.3936_rt5.7	5.7	340.393552399999
Broad_HP_mz469.2767_rt5.68	5.68	469.276650599999
Broad_HP_mz228.2684_rt5.7	5.7	228.2684031
Broad_HP_mz372.2432_rt5.75	5.75	372.2431608
Broad_HP_mz376.3569_rt5.68	5.68	376.3569428
Broad_HP_mz246.1981_rt5.73	5.73	246.198130099999
Broad_HP_mz256.2633_rt5.71	5.71	256.2632648
Broad_HP_mz302.284_rt5.73	5.73	302.284033599999
Broad_HP_mz358.2274_rt5.76	5.76	358.227441899999
Broad_HP_mz258.279_rt5.73	5.73	258.278953399999
Broad_HP_mz312.3623_rt5.75	5.75	312.3622743
Broad_HP_mz385.2962_rt5.73	5.73	385.2961823
Broad_HP_mz521.3843_rt5.8	5.8	521.3843444
Broad_HP_mz242.2841_rt5.75	5.75	242.284071899999
Broad_HP_mz304.2634_rt5.68	5.68	304.2633673
Broad_HP_mz310.1411_rt5.74	5.74	310.1411115
Broad_HP_mz318.2789_rt5.79	5.79	318.2789179
Broad_HP_mz336.2896_rt5.75	5.75	336.2896106
Broad_HP_mz430.3888_rt5.75	5.75	430.3888475
Broad_HP_mz601.3345_rt5.44	5.44	601.334485299999
Broad_HP_mz282.279_rt5.72	5.72	282.279009299999
Broad_HP_mz300.3259_rt5.78	5.78	300.3259214
Broad_HP_mz396.2642_rt5.78	5.78	396.2642257
Broad_HP_mz557.413_rt5.86	5.86	557.413020899999
Broad_HP_mz290.2688_rt5.79	5.79	290.2687892
Broad_HP_mz348.3258_rt5.8	5.8	348.325846599999
Broad_HP_mz371.2806_rt5.76	5.76	371.2805515
Broad_HP_mz393.2092_rt5.91	5.91	393.2091848
Broad_HP_mz334.2739_rt5.81	5.81	334.2738775
Broad_HP_mz388.2538_rt5.94	5.94	388.2537897
Broad_HP_mz400.3782_rt5.78	5.78	400.3782266
Broad_HP_mz533.4311_rt5.79	5.79	533.431129599999
Broad_HP_mz698.3899_rt5.8	5.8	698.389912299999
Broad_HP_mz198.1275_rt5.81	5.81	198.1275347
Broad_HP_mz284.3311_rt5.82	5.82	284.3310571
Broad_HP_mz306.0809_rt5.8	5.8	306.080897999999
Broad_HP_mz308.078_rt5.81	5.81	308.0779647
